"sample"	"distance"	"reads"	"reg"	"fraction"	"fraction2"	"dataset"
"rli1_d"	-8	2386	"Distance from start (nt)"	7.87116830636144e-05	0.000563338514977344	"rli1"
"rli1_d"	-7	11018	"Distance from start (nt)"	0.000363472474432064	0.00260136787846621	"rli1"
"rli1_d"	-6	7240	"Distance from start (nt)"	0.000238840144752962	0.00170937587947861	"rli1"
"rli1_d"	-5	6723	"Distance from start (nt)"	0.000221784847123504	0.00158731133117883	"rli1"
"rli1_d"	-4	2410	"Distance from start (nt)"	7.95034183500883e-05	0.000569004954356831	"rli1"
"rli1_d"	-3	3525	"Distance from start (nt)"	0.000116286120200855	0.00083225828386217	"rli1"
"rli1_d"	-2	7958	"Distance from start (nt)"	0.00026252622540664	0.0018788968575816	"rli1"
"rli1_d"	-1	50717	"Distance from start (nt)"	0.00167310160517072	0.0119743669170603	"rli1"
"rli1_d"	0	978820	"Distance from start (nt)"	0.032290263879433	0.231101008059566	"rli1"
"rli1_d"	1	156755	"Distance from start (nt)"	0.00517118603463406	0.0370101127054793	"rli1"
"rli1_d"	2	44866	"Distance from start (nt)"	0.00148008314012243	0.0105929362166695	"rli1"
"rli1_d"	3	51255	"Distance from start (nt)"	0.00169084967117584	0.0121013895998172	"rli1"
"rli1_d"	4	10423	"Distance from start (nt)"	0.000343844037121565	0.00246088740218309	"rli1"
"rli1_d"	5	4137	"Distance from start (nt)"	0.00013647537000594	0.000976752488039091	"rli1"
"rli1_d"	6	33198	"Distance from start (nt)"	0.00109516783501503	0.00783810227167555	"rli1"
"rli1_d"	7	8659	"Distance from start (nt)"	0.000285651493565732	0.00204440410779079	"rli1"
"rli1_d"	8	6138	"Distance from start (nt)"	0.000202486299515702	0.00144919187130383	"rli1"
"rli1_d"	9	53286	"Distance from start (nt)"	0.0017578502697937	0.0125809120323063	"rli1"
"rli1_d"	10	9123	"Distance from start (nt)"	0.000300958375770895	0.00215395526912754	"rli1"
"rli1_d"	11	4786	"Distance from start (nt)"	0.000157885211711005	0.00112998245292605	"rli1"
"rli1_d"	12	44192	"Distance from start (nt)"	0.00145784857416062	0.0104338037107623	"rli1"
"rli1_d"	13	9629	"Distance from start (nt)"	0.000317650794727386	0.00227342269937839	"rli1"
"rli1_d"	14	6571	"Distance from start (nt)"	0.000216770523642502	0.00155142388177541	"rli1"
"rli1_d"	15	34792	"Distance from start (nt)"	0.00114775225362501	0.00821444828712982	"rli1"
"rli1_d"	16	6878	"Distance from start (nt)"	0.000226898137515314	0.00162390708550468	"rli1"
"rli1_d"	17	4234	"Distance from start (nt)"	0.000139675300122105	0.000999654347197851	"rli1"
"rli1_d"	18	36559	"Distance from start (nt)"	0.00120604376409165	0.00863163988644455	"rli1"
"rli1_d"	19	8128	"Distance from start (nt)"	0.000268134350352497	0.00191903413651964	"rli1"
"rli1_d"	20	4092	"Distance from start (nt)"	0.000134990866343801	0.000966127914202553	"rli1"
"rli1_d"	21	35681	"Distance from start (nt)"	0.00117707944819481	0.00842434264581165	"rli1"
"rli1_d"	22	8037	"Distance from start (nt)"	0.00026513235405795	0.00189754888720575	"rli1"
"rli1_d"	23	4281	"Distance from start (nt)"	0.000141225781724783	0.00101075112431601	"rli1"
"rli1_d"	24	36438	"Distance from start (nt)"	0.00120205209868901	0.00860307158790631	"rli1"
"rli1_d"	25	8656	"Distance from start (nt)"	0.000285552526654923	0.00204369580286835	"rli1"
"rli1_d"	26	4958	"Distance from start (nt)"	0.000163559314597402	0.00117059193514571	"rli1"
"rli1_d"	27	39130	"Distance from start (nt)"	0.00129085840665517	0.00923865720497211	"rli1"
"rli1_d"	28	17688	"Distance from start (nt)"	0.000583508906131271	0.004176165822682	"rli1"
"rli1_d"	29	5277	"Distance from start (nt)"	0.000174082796113451	0.00124590835856473	"rli1"
"rli1_d"	30	41337	"Distance from start (nt)"	0.0013636650640405	0.00975973352624411	"rli1"
"rli1_d"	31	8957	"Distance from start (nt)"	0.000295482206706117	0.00211476239675275	"rli1"
"rli1_d"	32	5852	"Distance from start (nt)"	0.000193051454018555	0.00138166680203161	"rli1"
"rli1_d"	33	41203	"Distance from start (nt)"	0.00135924454202435	0.00972809590637531	"rli1"
"rli1_d"	34	9726	"Distance from start (nt)"	0.000320850724843551	0.00229632455853715	"rli1"
"rli1_d"	35	4864	"Distance from start (nt)"	0.000160458351392045	0.00114839838090939	"rli1"
"rli1_d"	36	49264	"Distance from start (nt)"	0.00162516863136878	0.0116313112329605	"rli1"
"rli1_d"	37	10448	"Distance from start (nt)"	0.000344668761378308	0.00246678994320339	"rli1"
"rli1_d"	38	5932	"Distance from start (nt)"	0.000195690571640134	0.00140055493329656	"rli1"
"rli1_d"	39	53775	"Distance from start (nt)"	0.0017739818762556	0.0126963657346633	"rli1"
"rli1_d"	40	10314	"Distance from start (nt)"	0.000340248239362162	0.00243515232333459	"rli1"
"rli1_d"	-40	9472	"Distance from stop (nt)"	0.000312471526395036	0.00223635474177091	"rli1"
"rli1_d"	-39	5004	"Distance from stop (nt)"	0.00016507680722981	0.00118145261062306	"rli1"
"rli1_d"	-38	53738	"Distance from stop (nt)"	0.00177276128435562	0.0126876299739533	"rli1"
"rli1_d"	-37	11394	"Distance from stop (nt)"	0.000375876327253488	0.00269014209541151	"rli1"
"rli1_d"	-36	6978	"Distance from stop (nt)"	0.000230197034542289	0.00164751724958588	"rli1"
"rli1_d"	-35	100470	"Distance from stop (nt)"	0.0033144018430014	0.0237211318523779	"rli1"
"rli1_d"	-34	15269	"Distance from stop (nt)"	0.000503708587048755	0.00360503595355786	"rli1"
"rli1_d"	-33	8190	"Distance from stop (nt)"	0.000270179666509221	0.00193367243824998	"rli1"
"rli1_d"	-32	107763	"Distance from stop (nt)"	0.00355499040317866	0.0254430211188196	"rli1"
"rli1_d"	-31	16126	"Distance from stop (nt)"	0.000531980134569927	0.00380737505973371	"rli1"
"rli1_d"	-30	6138	"Distance from stop (nt)"	0.000202486299515702	0.00144919187130383	"rli1"
"rli1_d"	-29	58110	"Distance from stop (nt)"	0.00191698906237495	0.0137198663475832	"rli1"
"rli1_d"	-28	9767	"Distance from stop (nt)"	0.000322203272624611	0.00230600472581044	"rli1"
"rli1_d"	-27	4713	"Distance from stop (nt)"	0.000155477016881314	0.00111274703314678	"rli1"
"rli1_d"	-26	55857	"Distance from stop (nt)"	0.00184266491235721	0.0131879293508338	"rli1"
"rli1_d"	-25	9209	"Distance from stop (nt)"	0.000303795427214093	0.00217426001023737	"rli1"
"rli1_d"	-24	4455	"Distance from stop (nt)"	0.000146965862551719	0.0010518328098173	"rli1"
"rli1_d"	-23	59333	"Distance from stop (nt)"	0.00195733457301485	0.0140086186542962	"rli1"
"rli1_d"	-22	9546	"Distance from stop (nt)"	0.000314912710194997	0.002253826263191	"rli1"
"rli1_d"	-21	5416	"Distance from stop (nt)"	0.000178668262980945	0.00127872648663759	"rli1"
"rli1_d"	-20	55696	"Distance from stop (nt)"	0.00183735368814378	0.0131499169866631	"rli1"
"rli1_d"	-19	10464	"Distance from stop (nt)"	0.000345196584902624	0.00247056756945638	"rli1"
"rli1_d"	-18	4939	"Distance from stop (nt)"	0.000162932524162276	0.00116610600397029	"rli1"
"rli1_d"	-17	57410	"Distance from stop (nt)"	0.00189389678318613	0.0135545951990148	"rli1"
"rli1_d"	-16	11296	"Distance from stop (nt)"	0.000372643408167053	0.00266700413461193	"rli1"
"rli1_d"	-15	4336	"Distance from stop (nt)"	0.000143040175089619	0.00102373671456067	"rli1"
"rli1_d"	-14	56762	"Distance from stop (nt)"	0.00187251993045133	0.0134016013357686	"rli1"
"rli1_d"	-13	10299	"Distance from stop (nt)"	0.000339753404808116	0.00243161079872241	"rli1"
"rli1_d"	-12	3055	"Distance from stop (nt)"	0.000100781304174075	0.000721290512680547	"rli1"
"rli1_d"	-11	53577	"Distance from stop (nt)"	0.00176745006014219	0.0126496176097825	"rli1"
"rli1_d"	-10	15963	"Distance from stop (nt)"	0.000526602932415959	0.00376889049228136	"rli1"
"rli1_d"	-9	9667	"Distance from stop (nt)"	0.000318904375597636	0.00228239456172925	"rli1"
"rli1_d"	-8	61377	"Distance from stop (nt)"	0.00202476402824621	0.0144912104081159	"rli1"
"rli1_d"	-7	7861	"Distance from stop (nt)"	0.000259326295290475	0.00185599499842284	"rli1"
"rli1_d"	-6	5051	"Distance from stop (nt)"	0.000166627288832488	0.00119254938774122	"rli1"
"rli1_d"	-5	55359	"Distance from stop (nt)"	0.00182623640516288	0.0130703507337095	"rli1"
"rli1_d"	-4	15073	"Distance from stop (nt)"	0.000497242748875884	0.00355876003195872	"rli1"
"rli1_d"	-3	16346	"Distance from stop (nt)"	0.000539237708029271	0.00385931742071235	"rli1"
"rli1_d"	-2	215716	"Distance from stop (nt)"	0.00711624871070857	0.0509309015493934	"rli1"
"rli1_d"	-1	577667	"Distance from stop (nt)"	0.0190566394888135	0.136388126542924	"rli1"
"rli1_d"	0	50975	"Distance from stop (nt)"	0.00168161275950031	0.0120352811403898	"rli1"
"rli1_d"	1	7159	"Distance from stop (nt)"	0.000236168038161113	0.00169025164657284	"rli1"
"rli1_d"	2	2314	"Distance from stop (nt)"	7.63364772041927e-05	0.000546339196838882	"rli1"
"rli1_d"	3	3157	"Distance from stop (nt)"	0.000104146179141589	0.000745372880043367	"rli1"
"rli1_d"	4	3726	"Distance from stop (nt)"	0.000122916903225074	0.000879714713665374	"rli1"
"rli1_d"	5	3954	"Distance from stop (nt)"	0.000130438388446576	0.000933545887770502	"rli1"
"rli1_d"	6	3529	"Distance from stop (nt)"	0.000116418076081934	0.000833202690425417	"rli1"
"rli1_d"	7	3816	"Distance from stop (nt)"	0.000125885910549351	0.000900963861338451	"rli1"
"rli1_d"	8	4390	"Distance from stop (nt)"	0.000144821579484186	0.00103648620316452	"rli1"
"rli1_d"	9	4530	"Distance from stop (nt)"	0.00014944003532195	0.00106954043287819	"rli1"
"rli1_d"	10	4200	"Distance from stop (nt)"	0.000138553675132934	0.000991626891410244	"rli1"
"rli1_d"	11	3632	"Distance from stop (nt)"	0.000119815940019718	0.00085752115942905	"rli1"
"rli1_d"	12	4205	"Distance from stop (nt)"	0.000138718619984283	0.000992807399614304	"rli1"
"rli1_d"	13	3513	"Distance from stop (nt)"	0.000115890252557618	0.000829425064172426	"rli1"
"rli1_d"	14	5914	"Distance from stop (nt)"	0.000195096770175279	0.00139630510376195	"rli1"
"rli1_d"	15	3262	"Distance from stop (nt)"	0.000107610021019912	0.000770163552328623	"rli1"
"rli1_d"	16	2653	"Distance from stop (nt)"	8.75197381256366e-05	0.000626377653074138	"rli1"
"rli1_d"	17	3297	"Distance from stop (nt)"	0.000108764634979353	0.000778427109757042	"rli1"
"rli1_d"	18	3358	"Distance from stop (nt)"	0.000110776962165808	0.000792829309846572	"rli1"
"rli1_d"	19	3504	"Distance from stop (nt)"	0.000115593351825191	0.000827300149405118	"rli1"
"rli1_d"	20	3594	"Distance from stop (nt)"	0.000118562359149468	0.000848549297078195	"rli1"
"rli1_d"	21	4103	"Distance from stop (nt)"	0.000135353745016769	0.000968725032251484	"rli1"
"rli1_d"	22	3265	"Distance from stop (nt)"	0.000107708987930721	0.000770871857251059	"rli1"
"rli1_d"	23	3434	"Distance from stop (nt)"	0.000113284123906308	0.000810773034548281	"rli1"
"rli1_d"	24	3074	"Distance from stop (nt)"	0.0001014080946092	0.000725776443855974	"rli1"
"rli1_d"	25	2782	"Distance from stop (nt)"	9.17753152904339e-05	0.000656834764738881	"rli1"
"rli1_d"	26	4270	"Distance from stop (nt)"	0.000140862903051816	0.00100815400626708	"rli1"
"rli1_d"	27	3385	"Distance from stop (nt)"	0.000111667664363091	0.000799204054148495	"rli1"
"rli1_d"	28	3502	"Distance from stop (nt)"	0.000115527373884651	0.000826827946123494	"rli1"
"rli1_d"	29	3465	"Distance from stop (nt)"	0.000114306781984671	0.000818092185413452	"rli1"
"rli1_d"	30	3944	"Distance from stop (nt)"	0.000130108498743879	0.000931184871362382	"rli1"
"rli1_d"	31	4189	"Distance from stop (nt)"	0.000138190796459967	0.000989029773361313	"rli1"
"rli1_d"	32	4285	"Distance from stop (nt)"	0.000141357737605862	0.00101169553087926	"rli1"
"rli1_d"	33	3910	"Distance from stop (nt)"	0.000128986873754708	0.000923157415574775	"rli1"
"rli1_d"	34	4325	"Distance from stop (nt)"	0.000142677296416652	0.00102113959651174	"rli1"
"rli1_d"	35	4632	"Distance from stop (nt)"	0.000152804910289464	0.00109362280024101	"rli1"
"rli1_d"	36	6817	"Distance from stop (nt)"	0.00022488581032886	0.00160950488541515	"rli1"
"rli1_d"	37	4267	"Distance from stop (nt)"	0.000140763936141007	0.00100744570134465	"rli1"
"rli1_d"	38	4755	"Distance from stop (nt)"	0.000156862553632643	0.00112266330206088	"rli1"
"rli1_d"	39	4785	"Distance from stop (nt)"	0.000157852222740736	0.00112974635128524	"rli1"
"rli1_d"	40	5007	"Distance from stop (nt)"	0.000165175774140619	0.0011821609155455	"rli1"
"rli1_d"	41	4527	"Distance from stop (nt)"	0.000149341068411141	0.00106883212795576	"rli1"
"rli1_d"	42	4742	"Distance from stop (nt)"	0.000156433697019136	0.00111959398073033	"rli1"
"rli1_d"	43	4062	"Distance from stop (nt)"	0.000134001197235709	0.000959044864978194	"rli1"
"rli1_d"	44	4642	"Distance from stop (nt)"	0.000153134799992162	0.00109598381664913	"rli1"
"rli1_d"	45	4676	"Distance from stop (nt)"	0.000154256424981333	0.00110401127243674	"rli1"
"rli1_d"	46	4390	"Distance from stop (nt)"	0.000144821579484186	0.00103648620316452	"rli1"
"rli1_d"	47	4237	"Distance from stop (nt)"	0.000139774267032915	0.00100036265212029	"rli1"
"rli1_d"	48	7675	"Distance from stop (nt)"	0.000253190346820302	0.00181208009323182	"rli1"
"rli1_d"	49	4756	"Distance from stop (nt)"	0.000156895542602913	0.0011228994037017	"rli1"
"rli1_d"	50	5074	"Distance from stop (nt)"	0.000167386035148692	0.0011979797254799	"rli1"
"rli1_d"	51	6121	"Distance from stop (nt)"	0.000201925487021116	0.00144517814341003	"rli1"
"rli1_d"	52	4407	"Distance from stop (nt)"	0.000145382391978771	0.00104049993105832	"rli1"
"rli1_d"	53	4868	"Distance from stop (nt)"	0.000160590307273124	0.00114934278747264	"rli1"
"rli1_d"	54	5600	"Distance from stop (nt)"	0.000184738233510579	0.00132216918854699	"rli1"
"rli1_d"	55	4756	"Distance from stop (nt)"	0.000156895542602913	0.0011228994037017	"rli1"
"rli1_d"	56	5319	"Distance from stop (nt)"	0.00017546833286478	0.00125582462747883	"rli1"
"rli1_d"	57	4969	"Distance from stop (nt)"	0.000163922193270369	0.00117318905319464	"rli1"
"rli1_d"	58	4850	"Distance from stop (nt)"	0.000159996505808269	0.00114509295793802	"rli1"
"rli1_d"	59	5825	"Distance from stop (nt)"	0.000192160751821272	0.00137529205772968	"rli1"
"rli1_d"	60	6311	"Distance from stop (nt)"	0.000208193391372368	0.0014900374551643	"rli1"
"rli1_d"	61	4414	"Distance from stop (nt)"	0.00014561331477066	0.001042152642544	"rli1"
"rli1_d"	62	5097	"Distance from stop (nt)"	0.000168144781464896	0.00120341006321858	"rli1"
"rli1_d"	63	11404	"Distance from stop (nt)"	0.000376206216956186	0.00269250311181963	"rli1"
"rli1_d"	64	5311	"Distance from stop (nt)"	0.000175204421102622	0.00125393581435234	"rli1"
"rli1_d"	65	3880	"Distance from stop (nt)"	0.000127997204646615	0.000916074366350416	"rli1"
"rli1_d"	66	5571	"Distance from stop (nt)"	0.000183781553372756	0.00131532224096345	"rli1"
"rli1_d"	67	4466	"Distance from stop (nt)"	0.000147328741224686	0.00105442992786623	"rli1"
"rli1_d"	68	4345	"Distance from stop (nt)"	0.000143337075822047	0.00102586162932798	"rli1"
"rli1_d"	69	4438	"Distance from stop (nt)"	0.000146405050057134	0.00104781908192349	"rli1"
"rli1_d"	70	4575	"Distance from stop (nt)"	0.000150924538984089	0.00108016500671473	"rli1"
"rli1_d"	71	4533	"Distance from stop (nt)"	0.000149539002232759	0.00107024873780063	"rli1"
"rli1_d"	72	4665	"Distance from stop (nt)"	0.000153893546308366	0.00110141415438781	"rli1"
"rli1_d"	73	4411	"Distance from stop (nt)"	0.00014551434785985	0.00104144433762157	"rli1"
"rli1_d"	74	4383	"Distance from stop (nt)"	0.000144590656692298	0.00103483349167883	"rli1"
"rli1_d"	75	4657	"Distance from stop (nt)"	0.000153629634546208	0.00109952534126131	"rli1"
"rli1_d"	76	3159	"Distance from stop (nt)"	0.000104212157082128	0.000745845083324991	"rli1"
"rli1_d"	77	3161	"Distance from stop (nt)"	0.000104278135022668	0.000746317286606615	"rli1"
"rli1_d"	78	3829	"Distance from stop (nt)"	0.000126314767162858	0.000904033182669006	"rli1"
"rli1_d"	79	4289	"Distance from stop (nt)"	0.000141489693486941	0.00101263993744251	"rli1"
"rli1_d"	80	3752	"Distance from stop (nt)"	0.000123774616452088	0.000885853356326485	"rli1"
