"sample"	"distance"	"reads"	"reg"	"fraction"	"fraction2"	"dataset"
"sup45_wt_37C"	-38	17473	"Distance from stop (nt)"	0.00189950898459162	0.0383715848674574	"sup45_37"
"sup45_wt_37C"	-37	3626	"Distance from stop (nt)"	0.000394186434964185	0.00796287796768732	"sup45_37"
"sup45_wt_37C"	-36	2470	"Distance from stop (nt)"	0.0002685164077114	0.00542424395482286	"sup45_37"
"sup45_wt_37C"	-35	22705	"Distance from stop (nt)"	0.00246828544011633	0.0498613194308716	"sup45_37"
"sup45_wt_37C"	-34	3902	"Distance from stop (nt)"	0.000424190697526268	0.00856898781850963	"sup45_37"
"sup45_wt_37C"	-33	3310	"Distance from stop (nt)"	0.000359833728552524	0.00726892610949945	"sup45_37"
"sup45_wt_37C"	-32	28349	"Distance from stop (nt)"	0.00308185086729169	0.0622558266701511	"sup45_37"
"sup45_wt_37C"	-31	4257	"Distance from stop (nt)"	0.000462783136691267	0.00934858563387891	"sup45_37"
"sup45_wt_37C"	-30	1642	"Distance from stop (nt)"	0.000178503620025149	0.00360591440235592	"sup45_37"
"sup45_wt_37C"	-29	17824	"Distance from stop (nt)"	0.00193766657937166	0.0391423984820901	"sup45_37"
"sup45_wt_37C"	-28	3262	"Distance from stop (nt)"	0.000354615595933031	0.00716351570066079	"sup45_37"
"sup45_wt_37C"	-27	1628	"Distance from stop (nt)"	0.000176981664677797	0.00357516969977798	"sup45_37"
"sup45_wt_37C"	-26	17473	"Distance from stop (nt)"	0.00189950898459162	0.0383715848674574	"sup45_37"
"sup45_wt_37C"	-25	3100	"Distance from stop (nt)"	0.000337004398342243	0.0068077555708303	"sup45_37"
"sup45_wt_37C"	-24	1523	"Distance from stop (nt)"	0.000165566999572657	0.0033445844304434	"sup45_37"
"sup45_wt_37C"	-23	18372	"Distance from stop (nt)"	0.00199724026011087	0.0403458339829982	"sup45_37"
"sup45_wt_37C"	-22	4177	"Distance from stop (nt)"	0.000454086248992112	0.0091729016191478	"sup45_37"
"sup45_wt_37C"	-21	1782	"Distance from stop (nt)"	0.00019372317349867	0.00391336142813536	"sup45_37"
"sup45_wt_37C"	-20	16404	"Distance from stop (nt)"	0.00178329682271166	0.036024007220613	"sup45_37"
"sup45_wt_37C"	-19	2893	"Distance from stop (nt)"	0.00031450120142068	0.00635317318271357	"sup45_37"
"sup45_wt_37C"	-18	2033	"Distance from stop (nt)"	0.000221009658654768	0.0044645700243542	"sup45_37"
"sup45_wt_37C"	-17	23987	"Distance from stop (nt)"	0.00260765306549528	0.0526766557669376	"sup45_37"
"sup45_wt_37C"	-16	4680	"Distance from stop (nt)"	0.000508767930400547	0.0102775148617696	"sup45_37"
"sup45_wt_37C"	-15	1544	"Distance from stop (nt)"	0.000167849932593685	0.00339070148431032	"sup45_37"
"sup45_wt_37C"	-14	15274	"Distance from stop (nt)"	0.0016604532839611	0.0335424705125362	"sup45_37"
"sup45_wt_37C"	-13	3110	"Distance from stop (nt)"	0.000338091509304637	0.00682971607267169	"sup45_37"
"sup45_wt_37C"	-12	1746	"Distance from stop (nt)"	0.00018980957403405	0.00383430362150636	"sup45_37"
"sup45_wt_37C"	-11	20404	"Distance from stop (nt)"	0.00221814120766939	0.0448082079571682	"sup45_37"
"sup45_wt_37C"	-10	4601	"Distance from stop (nt)"	0.000500179753797632	0.0101040268972227	"sup45_37"
"sup45_wt_37C"	-9	1788	"Distance from stop (nt)"	0.000194375440076106	0.00392653772924019	"sup45_37"
"sup45_wt_37C"	-8	17014	"Distance from stop (nt)"	0.00184961059141772	0.0373635978329377	"sup45_37"
"sup45_wt_37C"	-7	3297	"Distance from stop (nt)"	0.000358420484301411	0.00724037745710565	"sup45_37"
"sup45_wt_37C"	-6	2045	"Distance from stop (nt)"	0.000222314191809641	0.00449092262656386	"sup45_37"
"sup45_wt_37C"	-5	17143	"Distance from stop (nt)"	0.0018636343228326	0.0376468883066916	"sup45_37"
"sup45_wt_37C"	-4	4011	"Distance from stop (nt)"	0.000436040207016366	0.00880835728858076	"sup45_37"
"sup45_wt_37C"	-3	457	"Distance from stop (nt)"	4.9680970981421e-05	0.00100359493415144	"sup45_37"
"sup45_wt_37C"	-2	881	"Distance from stop (nt)"	9.57744757869406e-05	0.00193472021222629	"sup45_37"
"sup45_wt_37C"	-1	462	"Distance from stop (nt)"	5.02245264626181e-05	0.00101457518507213	"sup45_37"
"sup45_wt_37C"	0	310	"Distance from stop (nt)"	3.37004398342243e-05	0.00068077555708303	"sup45_37"
"sup45_wt_37C"	1	195	"Distance from stop (nt)"	2.11986637666895e-05	0.000428229785907068	"sup45_37"
"sup45_wt_37C"	2	266	"Distance from stop (nt)"	2.89171515996892e-05	0.000584149348980923	"sup45_37"
"sup45_wt_37C"	3	233	"Distance from stop (nt)"	2.53296854237879e-05	0.000511679692904342	"sup45_37"
"sup45_wt_37C"	4	147	"Distance from stop (nt)"	1.59805311471967e-05	0.000322819377068405	"sup45_37"
"sup45_wt_37C"	5	127	"Distance from stop (nt)"	1.3806309222408e-05	0.000278898373385629	"sup45_37"
"sup45_wt_37C"	6	138	"Distance from stop (nt)"	1.50021312810418e-05	0.000303054925411156	"sup45_37"
"sup45_wt_37C"	7	80	"Distance from stop (nt)"	8.69688769915465e-06	0.000175684014731105	"sup45_37"
"sup45_wt_37C"	8	82	"Distance from stop (nt)"	8.91430989163352e-06	0.000180076115099382	"sup45_37"
"sup45_wt_37C"	9	142	"Distance from stop (nt)"	1.54369756659995e-05	0.000311839126147711	"sup45_37"
"sup45_wt_37C"	10	149	"Distance from stop (nt)"	1.61979533396755e-05	0.000327211477436682	"sup45_37"
"sup45_wt_37C"	11	392	"Distance from stop (nt)"	4.26147497258578e-05	0.000860851672182413	"sup45_37"
"sup45_wt_37C"	12	46	"Distance from stop (nt)"	5.00071042701392e-06	0.000101018308470385	"sup45_37"
"sup45_wt_37C"	13	40	"Distance from stop (nt)"	4.34844384957733e-06	8.78420073655523e-05	"sup45_37"
"sup45_wt_37C"	14	59	"Distance from stop (nt)"	6.41395467812656e-06	0.00012956696086419	"sup45_37"
"sup45_wt_37C"	15	49	"Distance from stop (nt)"	5.32684371573222e-06	0.000107606459022802	"sup45_37"
"sup45_wt_37C"	16	42	"Distance from stop (nt)"	4.56586604205619e-06	9.22341077338299e-05	"sup45_37"
"sup45_wt_37C"	17	43	"Distance from stop (nt)"	4.67457713829563e-06	9.44301579179687e-05	"sup45_37"
"sup45_wt_37C"	18	37	"Distance from stop (nt)"	4.02231056085903e-06	8.12538568131359e-05	"sup45_37"
"sup45_wt_37C"	19	24	"Distance from stop (nt)"	2.6090663097464e-06	5.27052044193314e-05	"sup45_37"
"sup45_wt_37C"	20	26	"Distance from stop (nt)"	2.82648850222526e-06	5.7097304787609e-05	"sup45_37"
"sup45_wt_37C"	21	30	"Distance from stop (nt)"	3.26133288718299e-06	6.58815055241642e-05	"sup45_37"
"sup45_wt_37C"	22	27	"Distance from stop (nt)"	2.93519959846469e-06	5.92933549717478e-05	"sup45_37"
"sup45_wt_37C"	23	34	"Distance from stop (nt)"	3.69617727214073e-06	7.46657062607195e-05	"sup45_37"
"sup45_wt_37C"	24	107	"Distance from stop (nt)"	1.16320872976193e-05	0.000234977369702852	"sup45_37"
"sup45_wt_37C"	25	24	"Distance from stop (nt)"	2.6090663097464e-06	5.27052044193314e-05	"sup45_37"
"sup45_wt_37C"	26	34	"Distance from stop (nt)"	3.69617727214073e-06	7.46657062607195e-05	"sup45_37"
"sup45_wt_37C"	27	16	"Distance from stop (nt)"	1.73937753983093e-06	3.51368029462209e-05	"sup45_37"
"sup45_wt_37C"	28	24	"Distance from stop (nt)"	2.6090663097464e-06	5.27052044193314e-05	"sup45_37"
"sup45_wt_37C"	29	28	"Distance from stop (nt)"	3.04391069470413e-06	6.14894051558866e-05	"sup45_37"
"sup45_wt_37C"	30	19	"Distance from stop (nt)"	2.06551082854923e-06	4.17249534986373e-05	"sup45_37"
"sup45_wt_37C"	31	16	"Distance from stop (nt)"	1.73937753983093e-06	3.51368029462209e-05	"sup45_37"
"sup45_wt_37C"	32	19	"Distance from stop (nt)"	2.06551082854923e-06	4.17249534986373e-05	"sup45_37"
"sup45_wt_37C"	33	18	"Distance from stop (nt)"	1.9567997323098e-06	3.95289033144985e-05	"sup45_37"
"sup45_wt_37C"	34	19	"Distance from stop (nt)"	2.06551082854923e-06	4.17249534986373e-05	"sup45_37"
"sup45_wt_37C"	35	22	"Distance from stop (nt)"	2.39164411726753e-06	4.83131040510538e-05	"sup45_37"
"sup45_wt_37C"	36	19	"Distance from stop (nt)"	2.06551082854923e-06	4.17249534986373e-05	"sup45_37"
"sup45_wt_37C"	37	12	"Distance from stop (nt)"	1.3045331548732e-06	2.63526022096657e-05	"sup45_37"
"sup45_wt_37C"	38	29	"Distance from stop (nt)"	3.15262179094356e-06	6.36854553400254e-05	"sup45_37"
"sup45_wt_37C"	39	39	"Distance from stop (nt)"	4.23973275333789e-06	8.56459571814135e-05	"sup45_37"
"sup45_wt_37C"	40	16	"Distance from stop (nt)"	1.73937753983093e-06	3.51368029462209e-05	"sup45_37"
"sup45_wt_37C"	41	20	"Distance from stop (nt)"	2.17422192478866e-06	4.39210036827762e-05	"sup45_37"
"sup45_wt_37C"	42	24	"Distance from stop (nt)"	2.6090663097464e-06	5.27052044193314e-05	"sup45_37"
"sup45_wt_37C"	43	11	"Distance from stop (nt)"	1.19582205863376e-06	2.41565520255269e-05	"sup45_37"
"sup45_wt_37C"	44	20	"Distance from stop (nt)"	2.17422192478866e-06	4.39210036827762e-05	"sup45_37"
"sup45_wt_37C"	45	39	"Distance from stop (nt)"	4.23973275333789e-06	8.56459571814135e-05	"sup45_37"
"sup45_wt_37C"	46	28	"Distance from stop (nt)"	3.04391069470413e-06	6.14894051558866e-05	"sup45_37"
"sup45_wt_37C"	47	38	"Distance from stop (nt)"	4.13102165709846e-06	8.34499069972747e-05	"sup45_37"
"sup45_wt_37C"	48	19	"Distance from stop (nt)"	2.06551082854923e-06	4.17249534986373e-05	"sup45_37"
"sup45_wt_37C"	49	28	"Distance from stop (nt)"	3.04391069470413e-06	6.14894051558866e-05	"sup45_37"
"sup45_wt_37C"	50	28	"Distance from stop (nt)"	3.04391069470413e-06	6.14894051558866e-05	"sup45_37"
"sup45_wt_37C"	51	21	"Distance from stop (nt)"	2.2829330210281e-06	4.6117053866915e-05	"sup45_37"
"sup45_wt_37C"	52	26	"Distance from stop (nt)"	2.82648850222526e-06	5.7097304787609e-05	"sup45_37"
"sup45_wt_37C"	53	27	"Distance from stop (nt)"	2.93519959846469e-06	5.92933549717478e-05	"sup45_37"
"sup45_wt_37C"	54	27	"Distance from stop (nt)"	2.93519959846469e-06	5.92933549717478e-05	"sup45_37"
"sup45_wt_37C"	55	42	"Distance from stop (nt)"	4.56586604205619e-06	9.22341077338299e-05	"sup45_37"
"sup45_wt_37C"	56	25	"Distance from stop (nt)"	2.71777740598583e-06	5.49012546034702e-05	"sup45_37"
"sup45_wt_37C"	57	31	"Distance from stop (nt)"	3.37004398342243e-06	6.8077555708303e-05	"sup45_37"
"sup45_wt_37C"	58	21	"Distance from stop (nt)"	2.2829330210281e-06	4.6117053866915e-05	"sup45_37"
"sup45_wt_37C"	59	16	"Distance from stop (nt)"	1.73937753983093e-06	3.51368029462209e-05	"sup45_37"
"sup45_wt_37C"	60	18	"Distance from stop (nt)"	1.9567997323098e-06	3.95289033144985e-05	"sup45_37"
"sup45_wt_37C"	61	20	"Distance from stop (nt)"	2.17422192478866e-06	4.39210036827762e-05	"sup45_37"
"sup45_wt_37C"	62	9	"Distance from stop (nt)"	9.78399866154898e-07	1.97644516572493e-05	"sup45_37"
"sup45_wt_37C"	63	27	"Distance from stop (nt)"	2.93519959846469e-06	5.92933549717478e-05	"sup45_37"
"sup45_wt_37C"	64	18	"Distance from stop (nt)"	1.9567997323098e-06	3.95289033144985e-05	"sup45_37"
"sup45_wt_37C"	65	21	"Distance from stop (nt)"	2.2829330210281e-06	4.6117053866915e-05	"sup45_37"
"sup45_wt_37C"	66	18	"Distance from stop (nt)"	1.9567997323098e-06	3.95289033144985e-05	"sup45_37"
"sup45_wt_37C"	67	18	"Distance from stop (nt)"	1.9567997323098e-06	3.95289033144985e-05	"sup45_37"
"sup45_wt_37C"	68	19	"Distance from stop (nt)"	2.06551082854923e-06	4.17249534986373e-05	"sup45_37"
"sup45_wt_37C"	69	27	"Distance from stop (nt)"	2.93519959846469e-06	5.92933549717478e-05	"sup45_37"
"sup45_wt_37C"	70	28	"Distance from stop (nt)"	3.04391069470413e-06	6.14894051558866e-05	"sup45_37"
"sup45_wt_37C"	71	29	"Distance from stop (nt)"	3.15262179094356e-06	6.36854553400254e-05	"sup45_37"
"sup45_wt_37C"	72	22	"Distance from stop (nt)"	2.39164411726753e-06	4.83131040510538e-05	"sup45_37"
"sup45_wt_37C"	73	27	"Distance from stop (nt)"	2.93519959846469e-06	5.92933549717478e-05	"sup45_37"
"sup45_wt_37C"	74	21	"Distance from stop (nt)"	2.2829330210281e-06	4.6117053866915e-05	"sup45_37"
"sup45_wt_37C"	75	21	"Distance from stop (nt)"	2.2829330210281e-06	4.6117053866915e-05	"sup45_37"
"sup45_wt_37C"	76	30	"Distance from stop (nt)"	3.26133288718299e-06	6.58815055241642e-05	"sup45_37"
"sup45_wt_37C"	77	24	"Distance from stop (nt)"	2.6090663097464e-06	5.27052044193314e-05	"sup45_37"
"sup45_wt_37C"	78	23	"Distance from stop (nt)"	2.50035521350696e-06	5.05091542351926e-05	"sup45_37"
"sup45_wt_37C"	79	19	"Distance from stop (nt)"	2.06551082854923e-06	4.17249534986373e-05	"sup45_37"
"sup45_wt_37C"	80	20	"Distance from stop (nt)"	2.17422192478866e-06	4.39210036827762e-05	"sup45_37"
"sup45_ts_25C"	-20	89	"Distance from start (nt)"	4.83848195836089e-06	7.90518749061814e-05	"sup45_25"
"sup45_ts_25C"	-19	189	"Distance from start (nt)"	1.02749785407889e-05	0.000167874206261441	"sup45_25"
"sup45_ts_25C"	-18	63	"Distance from start (nt)"	3.42499284692962e-06	5.59580687538138e-05	"sup45_25"
"sup45_ts_25C"	-17	170	"Distance from start (nt)"	9.24204419012755e-06	0.000150997963303942	"sup45_25"
"sup45_ts_25C"	-16	386	"Distance from start (nt)"	2.0984876808172e-05	0.000342854199031304	"sup45_25"
"sup45_ts_25C"	-15	118	"Distance from start (nt)"	6.41506596726501e-06	0.000104810350999207	"sup45_25"
"sup45_ts_25C"	-14	170	"Distance from start (nt)"	9.24204419012755e-06	0.000150997963303942	"sup45_25"
"sup45_ts_25C"	-13	376	"Distance from start (nt)"	2.04412271499292e-05	0.000333971965895778	"sup45_25"
"sup45_ts_25C"	-12	122	"Distance from start (nt)"	6.63252583056212e-06	0.000108363244253417	"sup45_25"
"sup45_ts_25C"	-11	94	"Distance from start (nt)"	5.11030678748229e-06	8.34929914739444e-05	"sup45_25"
"sup45_ts_25C"	-10	204	"Distance from start (nt)"	1.10904530281531e-05	0.00018119755596473	"sup45_25"
"sup45_ts_25C"	-9	122	"Distance from start (nt)"	6.63252583056212e-06	0.000108363244253417	"sup45_25"
"sup45_ts_25C"	-8	120	"Distance from start (nt)"	6.52379589891357e-06	0.000106586797626312	"sup45_25"
"sup45_ts_25C"	-7	275	"Distance from start (nt)"	1.49503656016769e-05	0.000244261411226965	"sup45_25"
"sup45_ts_25C"	-6	97	"Distance from start (nt)"	5.27340168495513e-06	8.61576614146022e-05	"sup45_25"
"sup45_ts_25C"	-5	146	"Distance from start (nt)"	7.93728501034484e-06	0.00012968060377868	"sup45_25"
"sup45_ts_25C"	-4	271	"Distance from start (nt)"	1.47329057383798e-05	0.000240708517972755	"sup45_25"
"sup45_ts_25C"	-3	278	"Distance from start (nt)"	1.51134604991498e-05	0.000246926081167623	"sup45_25"
"sup45_ts_25C"	-2	1246	"Distance from start (nt)"	6.77387474170525e-05	0.00110672624868654	"sup45_25"
"sup45_ts_25C"	-1	11202	"Distance from start (nt)"	0.000608996347163581	0.00994987755841623	"sup45_25"
"sup45_ts_25C"	0	34010	"Distance from start (nt)"	0.00184895248768375	0.0302084748939239	"sup45_25"
"sup45_ts_25C"	1	11869	"Distance from start (nt)"	0.000645257779368376	0.0105423225085558	"sup45_25"
"sup45_ts_25C"	2	3013	"Distance from start (nt)"	0.000163801642028555	0.00267621684373398	"sup45_25"
"sup45_ts_25C"	3	3968	"Distance from start (nt)"	0.000215720184390742	0.00352447010817672	"sup45_25"
"sup45_ts_25C"	4	1289	"Distance from start (nt)"	7.00764409474965e-05	0.0011449198511693	"sup45_25"
"sup45_ts_25C"	5	2147	"Distance from start (nt)"	0.000116721581624729	0.00190701545419743	"sup45_25"
"sup45_ts_25C"	6	6271	"Distance from start (nt)"	0.000340922700684058	0.00557004839928836	"sup45_25"
"sup45_ts_25C"	7	2022	"Distance from start (nt)"	0.000109925960896694	0.00179598754000336	"sup45_25"
"sup45_ts_25C"	8	4704	"Distance from start (nt)"	0.000255732799237412	0.00417820246695143	"sup45_25"
"sup45_ts_25C"	9	11994	"Distance from start (nt)"	0.000652053400096411	0.0106533504227499	"sup45_25"
"sup45_ts_25C"	10	2750	"Distance from start (nt)"	0.000149503656016769	0.00244261411226965	"sup45_25"
"sup45_ts_25C"	11	2320	"Distance from start (nt)"	0.000126126720712329	0.00206067808744203	"sup45_25"
"sup45_ts_25C"	12	7104	"Distance from start (nt)"	0.000386208717215683	0.00630993841947767	"sup45_25"
"sup45_ts_25C"	13	1968	"Distance from start (nt)"	0.000106990252742182	0.00174802348107152	"sup45_25"
"sup45_ts_25C"	14	2101	"Distance from start (nt)"	0.000114220793196812	0.00186615718177401	"sup45_25"
"sup45_ts_25C"	15	5324	"Distance from start (nt)"	0.000289439078048465	0.00472890092135404	"sup45_25"
"sup45_ts_25C"	16	811	"Distance from start (nt)"	4.40899872834908e-05	0.000720349107291159	"sup45_25"
"sup45_ts_25C"	17	1019	"Distance from start (nt)"	5.5397900174941e-05	0.0009050995565101	"sup45_25"
"sup45_ts_25C"	18	3398	"Distance from start (nt)"	0.000184732153870902	0.00301818281945174	"sup45_25"
"sup45_ts_25C"	19	1065	"Distance from start (nt)"	5.78986886028579e-05	0.000945957828933519	"sup45_25"
"sup45_ts_25C"	20	1054	"Distance from start (nt)"	5.73006739787908e-05	0.000936187372484441	"sup45_25"
"sup45_ts_25C"	21	3450	"Distance from start (nt)"	0.000187559132093765	0.00306437043175647	"sup45_25"
"sup45_ts_25C"	22	1103	"Distance from start (nt)"	5.99645573041805e-05	0.000979710314848518	"sup45_25"
"sup45_ts_25C"	23	1686	"Distance from start (nt)"	9.16593323797356e-05	0.00149754450664968	"sup45_25"
"sup45_ts_25C"	24	4651	"Distance from start (nt)"	0.000252851456048725	0.00413112663133314	"sup45_25"
"sup45_ts_25C"	25	1292	"Distance from start (nt)"	7.02395358449694e-05	0.00114758452110996	"sup45_25"
"sup45_ts_25C"	26	2116	"Distance from start (nt)"	0.000115036267684176	0.0018794805314773	"sup45_25"
"sup45_ts_25C"	27	5093	"Distance from start (nt)"	0.000276880770943057	0.00452372133592339	"sup45_25"
"sup45_ts_25C"	28	1528	"Distance from start (nt)"	8.30696677794994e-05	0.00135720522310837	"sup45_25"
"sup45_ts_25C"	29	2421	"Distance from start (nt)"	0.000131617582260581	0.00215038864211085	"sup45_25"
"sup45_ts_25C"	30	6029	"Distance from start (nt)"	0.000327766378954582	0.00535509835740863	"sup45_25"
"sup45_ts_25C"	31	1815	"Distance from start (nt)"	9.86724129710677e-05	0.00161212531409797	"sup45_25"
"sup45_ts_25C"	32	2387	"Distance from start (nt)"	0.000129769173422556	0.00212018904945006	"sup45_25"
"sup45_ts_25C"	33	7626	"Distance from start (nt)"	0.000414587229375957	0.00677359098915213	"sup45_25"
"sup45_ts_25C"	34	2146	"Distance from start (nt)"	0.000116667216658904	0.00190612723088388	"sup45_25"
"sup45_ts_25C"	35	2891	"Distance from start (nt)"	0.000157169116197993	0.00256785359948057	"sup45_25"
"sup45_ts_25C"	36	11728	"Distance from start (nt)"	0.000637592319187152	0.0104170830213449	"sup45_25"
"sup45_ts_25C"	37	2881	"Distance from start (nt)"	0.00015662546653975	0.00255897136634504	"sup45_25"
"sup45_ts_25C"	38	3882	"Distance from start (nt)"	0.000211044797329854	0.00344808290321119	"sup45_25"
"sup45_ts_25C"	39	14304	"Distance from start (nt)"	0.000777636471150497	0.0127051462770564	"sup45_25"
"sup45_ts_25C"	40	3890	"Distance from start (nt)"	0.000211479717056448	0.00345518868971961	"sup45_25"
"sup45_ts_25C"	-40	11192	"Distance from stop (nt)"	0.000608452697505339	0.0099409953252807	"sup45_25"
"sup45_ts_25C"	-39	15985	"Distance from stop (nt)"	0.000869023978701111	0.0141982496671383	"sup45_25"
"sup45_ts_25C"	-38	43593	"Distance from stop (nt)"	0.00236993195517783	0.0387203189076985	"sup45_25"
"sup45_ts_25C"	-37	10773	"Distance from stop (nt)"	0.000585673776824965	0.00956882975690216	"sup45_25"
"sup45_ts_25C"	-36	12905	"Distance from stop (nt)"	0.00070157988396233	0.0114625218613963	"sup45_25"
"sup45_ts_25C"	-35	42452	"Distance from stop (nt)"	0.00230790152917232	0.037706856106935	"sup45_25"
"sup45_ts_25C"	-34	8989	"Distance from stop (nt)"	0.00048868667779445	0.00798423936552432	"sup45_25"
"sup45_ts_25C"	-33	15600	"Distance from stop (nt)"	0.000848093466858763	0.0138562836914206	"sup45_25"
"sup45_ts_25C"	-32	53667	"Distance from stop (nt)"	0.00291760462089162	0.0476682805684274	"sup45_25"
"sup45_ts_25C"	-31	13576	"Distance from stop (nt)"	0.000738058776030421	0.0120585197047901	"sup45_25"
"sup45_ts_25C"	-30	14494	"Distance from stop (nt)"	0.00078796581465711	0.0128739087066314	"sup45_25"
"sup45_ts_25C"	-29	47410	"Distance from stop (nt)"	0.0025774430297291	0.0421106672955288	"sup45_25"
"sup45_ts_25C"	-28	10236	"Distance from stop (nt)"	0.000556479790177327	0.00909185383752441	"sup45_25"
"sup45_ts_25C"	-27	12394	"Distance from stop (nt)"	0.000673799386426123	0.0110086397481709	"sup45_25"
"sup45_ts_25C"	-26	46986	"Distance from stop (nt)"	0.00255439228421961	0.0417340606105825	"sup45_25"
"sup45_ts_25C"	-25	10611	"Distance from stop (nt)"	0.000576866652361432	0.00942493758010664	"sup45_25"
"sup45_ts_25C"	-24	14642	"Distance from stop (nt)"	0.000796011829599104	0.0130053657570372	"sup45_25"
"sup45_ts_25C"	-23	45776	"Distance from stop (nt)"	0.00248861067557223	0.0406593104011838	"sup45_25"
"sup45_ts_25C"	-22	14229	"Distance from stop (nt)"	0.000773559098713676	0.0126385295285399	"sup45_25"
"sup45_ts_25C"	-21	18868	"Distance from stop (nt)"	0.00102575817517251	0.0167589974801105	"sup45_25"
"sup45_ts_25C"	-20	44965	"Distance from stop (nt)"	0.00244452068828874	0.0399389612938927	"sup45_25"
"sup45_ts_25C"	-19	9582	"Distance from stop (nt)"	0.000520925102528248	0.00851095579046101	"sup45_25"
"sup45_ts_25C"	-18	17584	"Distance from stop (nt)"	0.000955953559054134	0.0156185187455089	"sup45_25"
"sup45_ts_25C"	-17	51157	"Distance from stop (nt)"	0.00278114855667268	0.0454388400514104	"sup45_25"
"sup45_ts_25C"	-16	9581	"Distance from stop (nt)"	0.000520870737562424	0.00851006756714746	"sup45_25"
"sup45_ts_25C"	-15	12331	"Distance from stop (nt)"	0.000670374393579193	0.0109526816794171	"sup45_25"
"sup45_ts_25C"	-14	36002	"Distance from stop (nt)"	0.00195724749960572	0.0319778157345207	"sup45_25"
"sup45_ts_25C"	-13	7220	"Distance from stop (nt)"	0.000392515053251299	0.00641297232384977	"sup45_25"
"sup45_ts_25C"	-12	13182	"Distance from stop (nt)"	0.000716638979495655	0.0117085597192504	"sup45_25"
"sup45_ts_25C"	-11	37213	"Distance from stop (nt)"	0.00202308347321892	0.0330534541672329	"sup45_25"
"sup45_ts_25C"	-10	9167	"Distance from stop (nt)"	0.000498363641711172	0.00814234311533669	"sup45_25"
"sup45_ts_25C"	-9	17595	"Distance from stop (nt)"	0.000956551573678201	0.015628289201958	"sup45_25"
"sup45_ts_25C"	-8	45471	"Distance from stop (nt)"	0.00247202936099582	0.0403884022905503	"sup45_25"
"sup45_ts_25C"	-7	10483	"Distance from stop (nt)"	0.000569907936735924	0.00931124499597191	"sup45_25"
"sup45_ts_25C"	-6	16265	"Distance from stop (nt)"	0.000884246169131909	0.014446952194933	"sup45_25"
"sup45_ts_25C"	-5	29469	"Distance from stop (nt)"	0.0016020811778757	0.0261750528270816	"sup45_25"
"sup45_ts_25C"	-4	8271	"Distance from stop (nt)"	0.000449652632332617	0.00734649502639356	"sup45_25"
"sup45_ts_25C"	-3	15368	"Distance from stop (nt)"	0.000835480794787531	0.0136502158826764	"sup45_25"
"sup45_ts_25C"	-2	28829	"Distance from stop (nt)"	0.00156728759974816	0.0256065899064079	"sup45_25"
"sup45_ts_25C"	-1	4015	"Distance from stop (nt)"	0.000218275337784483	0.00356621660391369	"sup45_25"
"sup45_ts_25C"	0	2136	"Distance from stop (nt)"	0.000116123567000661	0.00189724499774835	"sup45_25"
"sup45_ts_25C"	1	1970	"Distance from stop (nt)"	0.000107098982673831	0.00174979992769862	"sup45_25"
"sup45_ts_25C"	2	2420	"Distance from stop (nt)"	0.000131563217294757	0.00214950041879729	"sup45_25"
"sup45_ts_25C"	3	2069	"Distance from stop (nt)"	0.000112481114290435	0.00183773403574033	"sup45_25"
"sup45_ts_25C"	4	2251	"Distance from stop (nt)"	0.000122375538070454	0.0019993906788069	"sup45_25"
"sup45_ts_25C"	5	1690	"Distance from stop (nt)"	9.18767922430327e-05	0.00150109739990389	"sup45_25"
"sup45_ts_25C"	6	1524	"Distance from stop (nt)"	8.28522079162023e-05	0.00135365232985416	"sup45_25"
"sup45_ts_25C"	7	1849	"Distance from stop (nt)"	0.000100520821809093	0.00164232490675876	"sup45_25"
"sup45_ts_25C"	8	1397	"Distance from stop (nt)"	7.59478572565188e-05	0.00124084796903298	"sup45_25"
"sup45_ts_25C"	9	1043	"Distance from stop (nt)"	5.67026593547237e-05	0.000926416916035362	"sup45_25"
"sup45_ts_25C"	10	1744	"Distance from stop (nt)"	9.48125003975438e-05	0.00154906145883573	"sup45_25"
"sup45_ts_25C"	11	840	"Distance from stop (nt)"	4.5666571292395e-05	0.000746107583384184	"sup45_25"
"sup45_ts_25C"	12	576	"Distance from stop (nt)"	3.13142203147851e-05	0.000511616628606298	"sup45_25"
"sup45_ts_25C"	13	809	"Distance from stop (nt)"	4.39812573518423e-05	0.000718572660664054	"sup45_25"
"sup45_ts_25C"	14	722	"Distance from stop (nt)"	3.92515053251299e-05	0.000641297232384977	"sup45_25"
"sup45_ts_25C"	15	459	"Distance from stop (nt)"	2.49535193133444e-05	0.000407694500920643	"sup45_25"
"sup45_ts_25C"	16	428	"Distance from stop (nt)"	2.32682053727917e-05	0.000380159578200513	"sup45_25"
"sup45_ts_25C"	17	255	"Distance from stop (nt)"	1.38630662851913e-05	0.000226496944955913	"sup45_25"
"sup45_ts_25C"	18	232	"Distance from stop (nt)"	1.26126720712329e-05	0.000206067808744203	"sup45_25"
"sup45_ts_25C"	19	231	"Distance from stop (nt)"	1.25583071054086e-05	0.000205179585430651	"sup45_25"
"sup45_ts_25C"	20	182	"Distance from stop (nt)"	9.89442378001891e-06	0.000161656643066573	"sup45_25"
"sup45_ts_25C"	21	165	"Distance from stop (nt)"	8.97021936100615e-06	0.000146556846736179	"sup45_25"
"sup45_ts_25C"	22	139	"Distance from stop (nt)"	7.55673024957488e-06	0.000123463040583811	"sup45_25"
